Country Name,Country Code,Series,Series Code,mrv
Colombia,COL,"Population, male",SP.POP.TOTL.MA.IN,24713000
Colombia,COL,"Population, female",SP.POP.TOTL.FE.IN,25626000
Comoros,COM,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,25521
Comoros,COM,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,25234
Comoros,COM,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,60975
Comoros,COM,"Enrolment in primary education, male (number)",UIS.E.1.M,63265
Comoros,COM,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,11035
Comoros,COM,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,11905
Comoros,COM,"Population, male",SP.POP.TOTL.MA.IN,429000
Comoros,COM,"Population, female",SP.POP.TOTL.FE.IN,422000
"Congo, Dem. Rep.",COD,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,852833
"Congo, Dem. Rep.",COD,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,1298823
"Congo, Dem. Rep.",COD,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,8071897
"Congo, Dem. Rep.",COD,"Enrolment in primary education, male (number)",UIS.E.1.M,8735117
"Congo, Dem. Rep.",COD,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,1527898
"Congo, Dem. Rep.",COD,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,939341
"Congo, Dem. Rep.",COD,"Population, male",SP.POP.TOTL.MA.IN,43319000
"Congo, Dem. Rep.",COD,"Population, female",SP.POP.TOTL.FE.IN,43471000
"Congo, Rep.",COG,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,122409
"Congo, Rep.",COG,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,121575
"Congo, Rep.",COG,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,378272
"Congo, Rep.",COG,"Enrolment in primary education, male (number)",UIS.E.1.M,356221
"Congo, Rep.",COG,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,60854
"Congo, Rep.",COG,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,34412
"Congo, Rep.",COG,"Population, male",SP.POP.TOTL.MA.IN,2687000
"Congo, Rep.",COG,"Population, female",SP.POP.TOTL.FE.IN,2693000
Costa Rica,CRI,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,146696
Costa Rica,CRI,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,151672
Costa Rica,CRI,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,243688
Costa Rica,CRI,"Enrolment in primary education, male (number)",UIS.E.1.M,253377
Costa Rica,CRI,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,97013
Costa Rica,CRI,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,108935
Costa Rica,CRI,"Population, male",SP.POP.TOTL.MA.IN,2523000
Costa Rica,CRI,"Population, female",SP.POP.TOTL.FE.IN,2525000
Cote d'Ivoire,CIV,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,747714
Cote d'Ivoire,CIV,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,910673
Cote d'Ivoire,CIV,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1932299
Cote d'Ivoire,CIV,"Enrolment in primary education, male (number)",UIS.E.1.M,2071585
Cote d'Ivoire,CIV,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,331695
Cote d'Ivoire,CIV,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,237061
Cote d'Ivoire,CIV,"Population, male",SP.POP.TOTL.MA.IN,12974000
Cote d'Ivoire,CIV,"Population, female",SP.POP.TOTL.FE.IN,12742000
Croatia,HRV,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,86712
Croatia,HRV,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,87794
Croatia,HRV,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,78919
Croatia,HRV,"Enrolment in primary education, male (number)",UIS.E.1.M,82821
Croatia,HRV,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,79006
Croatia,HRV,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,78948
Croatia,HRV,"Population, male",SP.POP.TOTL.MA.IN,1961000
Croatia,HRV,"Population, female",SP.POP.TOTL.FE.IN,2109000
Cuba,CUB,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,164093
Cuba,CUB,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,187035
Cuba,CUB,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,358301
Cuba,CUB,"Enrolment in primary education, male (number)",UIS.E.1.M,392266
Cuba,CUB,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,207844
Cuba,CUB,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,213027
Cuba,CUB,"Population, male",SP.POP.TOTL.MA.IN,5628000
Cuba,CUB,"Population, female",SP.POP.TOTL.FE.IN,5706000
Curacao,CUW,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,2087
Curacao,CUW,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,2151
Curacao,CUW,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,9987
Curacao,CUW,"Enrolment in primary education, male (number)",UIS.E.1.M,10825
Curacao,CUW,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,3359
Curacao,CUW,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,3622
Curacao,CUW,"Population, male",SP.POP.TOTL.MA.IN,69564
Curacao,CUW,"Population, female",SP.POP.TOTL.FE.IN,83936
Cyprus,CYP,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,13224
Cyprus,CYP,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,13602
Cyprus,CYP,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,27794
Cyprus,CYP,"Enrolment in primary education, male (number)",UIS.E.1.M,29285
Cyprus,CYP,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,14635
Cyprus,CYP,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,13505
Cyprus,CYP,"Population, male",SP.POP.TOTL.MA.IN,599000
Cyprus,CYP,"Population, female",SP.POP.TOTL.FE.IN,599000
Czech Republic,CZE,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,194118
Czech Republic,CZE,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,204318
Czech Republic,CZE,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,284902
Czech Republic,CZE,"Enrolment in primary education, male (number)",UIS.E.1.M,298620
Czech Republic,CZE,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,198561
Czech Republic,CZE,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,190117
Czech Republic,CZE,"Population, male",SP.POP.TOTL.MA.IN,5231000
Czech Republic,CZE,"Population, female",SP.POP.TOTL.FE.IN,5398000
Denmark,DNK,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,116591
Denmark,DNK,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,123859
Denmark,DNK,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,227408
Denmark,DNK,"Enrolment in primary education, male (number)",UIS.E.1.M,240954
Denmark,DNK,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,148007
Denmark,DNK,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,142790
Denmark,DNK,"Population, male",SP.POP.TOTL.MA.IN,2893000
Denmark,DNK,"Population, female",SP.POP.TOTL.FE.IN,2925000
Djibouti,DJI,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,20492
Djibouti,DJI,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,24319
Djibouti,DJI,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,32168
Djibouti,DJI,"Enrolment in primary education, male (number)",UIS.E.1.M,36966
Djibouti,DJI,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,12966
Djibouti,DJI,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,10716
Djibouti,DJI,"Population, male",SP.POP.TOTL.MA.IN,512000
Djibouti,DJI,"Population, female",SP.POP.TOTL.FE.IN,462000
Dominica,DMA,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,1482
Dominica,DMA,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,1642
Dominica,DMA,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2969
Dominica,DMA,"Enrolment in primary education, male (number)",UIS.E.1.M,3175
Dominica,DMA,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,807
Dominica,DMA,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,932
Dominica,DMA,"Population, male",SP.POP.TOTL.MA.IN,..
Dominica,DMA,"Population, female",SP.POP.TOTL.FE.IN,..
Dominican Republic,DOM,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,266028
Dominican Republic,DOM,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,269437
Dominican Republic,DOM,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,621648
Dominican Republic,DOM,"Enrolment in primary education, male (number)",UIS.E.1.M,678563
Dominican Republic,DOM,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,187119
Dominican Republic,DOM,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,218008
Dominican Republic,DOM,"Population, male",SP.POP.TOTL.MA.IN,5366000
Dominican Republic,DOM,"Population, female",SP.POP.TOTL.FE.IN,5373000
Ecuador,ECU,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,483033
Ecuador,ECU,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,496537
Ecuador,ECU,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,952993
Ecuador,ECU,"Enrolment in primary education, male (number)",UIS.E.1.M,979268
Ecuador,ECU,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,455523
Ecuador,ECU,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,456555
Ecuador,ECU,"Population, male",SP.POP.TOTL.MA.IN,8690000
Ecuador,ECU,"Population, female",SP.POP.TOTL.FE.IN,8683000
"Egypt, Arab Rep.",EGY,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,2617333
"Egypt, Arab Rep.",EGY,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,2790014
"Egypt, Arab Rep.",EGY,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,6459279
"Egypt, Arab Rep.",EGY,"Enrolment in primary education, male (number)",UIS.E.1.M,6805757
"Egypt, Arab Rep.",EGY,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,2076455
"Egypt, Arab Rep.",EGY,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,1929996
"Egypt, Arab Rep.",EGY,"Population, male",SP.POP.TOTL.MA.IN,50723000
"Egypt, Arab Rep.",EGY,"Population, female",SP.POP.TOTL.FE.IN,49665000
El Salvador,SLV,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,150116
El Salvador,SLV,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,158449
El Salvador,SLV,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,318931
El Salvador,SLV,"Enrolment in primary education, male (number)",UIS.E.1.M,343809
El Salvador,SLV,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,105684
El Salvador,SLV,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,107327
El Salvador,SLV,"Population, male",SP.POP.TOTL.MA.IN,3023000
El Salvador,SLV,"Population, female",SP.POP.TOTL.FE.IN,3430000
Equatorial Guinea,GNQ,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,13530
Equatorial Guinea,GNQ,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,13497
Equatorial Guinea,GNQ,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,45855
Equatorial Guinea,GNQ,"Enrolment in primary education, male (number)",UIS.E.1.M,47541
Equatorial Guinea,GNQ,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,2795
Equatorial Guinea,GNQ,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,1114
Equatorial Guinea,GNQ,"Population, male",SP.POP.TOTL.MA.IN,754000
Equatorial Guinea,GNQ,"Population, female",SP.POP.TOTL.FE.IN,602000
Eritrea,ERI,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,80526
Eritrea,ERI,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,93830
Eritrea,ERI,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,157758
Eritrea,ERI,"Enrolment in primary education, male (number)",UIS.E.1.M,191995
Eritrea,ERI,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,44913
Eritrea,ERI,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,41152
Eritrea,ERI,"Population, male",SP.POP.TOTL.MA.IN,1606565
Eritrea,ERI,"Population, female",SP.POP.TOTL.FE.IN,1607407
Estonia,EST,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,19134.5
Estonia,EST,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,20145.833
Estonia,EST,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,42778
Estonia,EST,"Enrolment in primary education, male (number)",UIS.E.1.M,45329
Estonia,EST,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,22298
Estonia,EST,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,22438.917
Estonia,EST,"Population, male",SP.POP.TOTL.MA.IN,623000
Estonia,EST,"Population, female",SP.POP.TOTL.FE.IN,695000
Eswatini,SWZ,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,35520
Eswatini,SWZ,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,35624
Eswatini,SWZ,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,113052
Eswatini,SWZ,"Enrolment in primary education, male (number)",UIS.E.1.M,124022
Eswatini,SWZ,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,19012
Eswatini,SWZ,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,18132
Eswatini,SWZ,"Population, male",SP.POP.TOTL.MA.IN,563000
Eswatini,SWZ,"Population, female",SP.POP.TOTL.FE.IN,585000
Ethiopia,ETH,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,2064760
Ethiopia,ETH,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,2357801
Ethiopia,ETH,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,7630614
Ethiopia,ETH,"Enrolment in primary education, male (number)",UIS.E.1.M,8567433
Ethiopia,ETH,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,405735
Ethiopia,ETH,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,389852
Ethiopia,ETH,"Population, male",SP.POP.TOTL.MA.IN,56069000
Ethiopia,ETH,"Population, female",SP.POP.TOTL.FE.IN,56010000
Faroe Islands,FRO,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,..
Faroe Islands,FRO,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,..
Faroe Islands,FRO,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,..
Faroe Islands,FRO,"Enrolment in primary education, male (number)",UIS.E.1.M,..
Faroe Islands,FRO,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,..
Faroe Islands,FRO,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,..
Faroe Islands,FRO,"Population, male",SP.POP.TOTL.MA.IN,..
Faroe Islands,FRO,"Population, female",SP.POP.TOTL.FE.IN,..
Fiji,FJI,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,34382
Fiji,FJI,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,35410
Fiji,FJI,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,58340
Fiji,FJI,"Enrolment in primary education, male (number)",UIS.E.1.M,63326
Fiji,FJI,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,17414
Fiji,FJI,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,18853
Fiji,FJI,"Population, male",SP.POP.TOTL.MA.IN,451000
Fiji,FJI,"Population, female",SP.POP.TOTL.FE.IN,439000
Finland,FIN,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,87868
Finland,FIN,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,93600
Finland,FIN,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,179855
Finland,FIN,"Enrolment in primary education, male (number)",UIS.E.1.M,188997
Finland,FIN,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,172761
Finland,FIN,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,192240
Finland,FIN,"Population, male",SP.POP.TOTL.MA.IN,2727000
Finland,FIN,"Population, female",SP.POP.TOTL.FE.IN,2805000
France,FRA,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,1645080
France,FRA,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,1733877
France,FRA,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2097931
France,FRA,"Enrolment in primary education, male (number)",UIS.E.1.M,2204481
France,FRA,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,1387723
France,FRA,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,1342924
France,FRA,"Population, male",SP.POP.TOTL.MA.IN,32532000
France,FRA,"Population, female",SP.POP.TOTL.FE.IN,34679000
French Polynesia,PYF,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,..
French Polynesia,PYF,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,..
French Polynesia,PYF,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,14058
French Polynesia,PYF,"Enrolment in primary education, male (number)",UIS.E.1.M,15357
French Polynesia,PYF,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,..
French Polynesia,PYF,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,..
French Polynesia,PYF,"Population, male",SP.POP.TOTL.MA.IN,141000
French Polynesia,PYF,"Population, female",SP.POP.TOTL.FE.IN,138000
Gabon,GAB,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,31424
Gabon,GAB,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,34372
Gabon,GAB,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,155238
Gabon,GAB,"Enrolment in primary education, male (number)",UIS.E.1.M,162708
Gabon,GAB,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,12074
Gabon,GAB,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,8673
Gabon,GAB,"Population, male",SP.POP.TOTL.MA.IN,1106000
Gabon,GAB,"Population, female",SP.POP.TOTL.FE.IN,1066000
"Gambia, The",GMB,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,55452
"Gambia, The",GMB,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,49074
"Gambia, The",GMB,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,195302
"Gambia, The",GMB,"Enrolment in primary education, male (number)",UIS.E.1.M,179376
"Gambia, The",GMB,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,..
"Gambia, The",GMB,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,22692
"Gambia, The",GMB,"Population, male",SP.POP.TOTL.MA.IN,1164000
"Gambia, The",GMB,"Population, female",SP.POP.TOTL.FE.IN,1183000
Georgia,GEO,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,69601
Georgia,GEO,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,78127
Georgia,GEO,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,151199
Georgia,GEO,"Enrolment in primary education, male (number)",UIS.E.1.M,165343
Georgia,GEO,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,71280
Georgia,GEO,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,63921
Georgia,GEO,"Population, male",SP.POP.TOTL.MA.IN,1774000
Georgia,GEO,"Population, female",SP.POP.TOTL.FE.IN,1947000
Germany,DEU,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,2151034
Germany,DEU,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,2373819
Germany,DEU,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1451942
Germany,DEU,"Enrolment in primary education, male (number)",UIS.E.1.M,1535170
Germany,DEU,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,1330971.02853
Germany,DEU,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,1092973.39111
Germany,DEU,"Population, male",SP.POP.TOTL.MA.IN,40898000
Germany,DEU,"Population, female",SP.POP.TOTL.FE.IN,41908000
Ghana,GHA,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,831036
Ghana,GHA,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,847096
Ghana,GHA,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2243694
Ghana,GHA,"Enrolment in primary education, male (number)",UIS.E.1.M,2306181
Ghana,GHA,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,610281
Ghana,GHA,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,562747
Ghana,GHA,"Population, male",SP.POP.TOTL.MA.IN,15416000
Ghana,GHA,"Population, female",SP.POP.TOTL.FE.IN,15002000
Gibraltar,GIB,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,644
Gibraltar,GIB,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,694
Gibraltar,GIB,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1426
Gibraltar,GIB,"Enrolment in primary education, male (number)",UIS.E.1.M,1463
Gibraltar,GIB,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,427
Gibraltar,GIB,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,392
Gibraltar,GIB,"Population, male",SP.POP.TOTL.MA.IN,..
Gibraltar,GIB,"Population, female",SP.POP.TOTL.FE.IN,..
Greece,GRC,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,154136
Greece,GRC,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,169167
Greece,GRC,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,312219
Greece,GRC,"Enrolment in primary education, male (number)",UIS.E.1.M,330968
Greece,GRC,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,181042
Greece,GRC,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,163851
Greece,GRC,"Population, male",SP.POP.TOTL.MA.IN,5250000
Greece,GRC,"Population, female",SP.POP.TOTL.FE.IN,5446000
Greenland,GRL,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,..
Greenland,GRL,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,..
Greenland,GRL,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,..
Greenland,GRL,"Enrolment in primary education, male (number)",UIS.E.1.M,..
Greenland,GRL,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,..
Greenland,GRL,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,..
Greenland,GRL,"Population, male",SP.POP.TOTL.MA.IN,..
Greenland,GRL,"Population, female",SP.POP.TOTL.FE.IN,..
Grenada,GRD,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,2745
Grenada,GRD,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,2860
Grenada,GRD,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,6362
Grenada,GRD,"Enrolment in primary education, male (number)",UIS.E.1.M,6833
Grenada,GRD,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,1728
Grenada,GRD,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,1802
Grenada,GRD,"Population, male",SP.POP.TOTL.MA.IN,56000
Grenada,GRD,"Population, female",SP.POP.TOTL.FE.IN,56000
Guam,GUM,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,..
Guam,GUM,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,..
Guam,GUM,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,8600
Guam,GUM,"Enrolment in primary education, male (number)",UIS.E.1.M,9327
Guam,GUM,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,..
Guam,GUM,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,..
Guam,GUM,"Population, male",SP.POP.TOTL.MA.IN,84000
Guam,GUM,"Population, female",SP.POP.TOTL.FE.IN,83000
Guatemala,GTM,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,362609
Guatemala,GTM,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,416279
Guatemala,GTM,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1144226
Guatemala,GTM,"Enrolment in primary education, male (number)",UIS.E.1.M,1221574
Guatemala,GTM,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,204944
Guatemala,GTM,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,211233
Guatemala,GTM,"Population, male",SP.POP.TOTL.MA.IN,8660000
Guatemala,GTM,"Population, female",SP.POP.TOTL.FE.IN,8922000
Guinea,GIN,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,192713
Guinea,GIN,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,294618
Guinea,GIN,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,793658
Guinea,GIN,"Enrolment in primary education, male (number)",UIS.E.1.M,982902
Guinea,GIN,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,141083
Guinea,GIN,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,87288
Guinea,GIN,"Population, male",SP.POP.TOTL.MA.IN,6166000
Guinea,GIN,"Population, female",SP.POP.TOTL.FE.IN,6605000
Guinea-Bissau,GNB,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,7085
Guinea-Bissau,GNB,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,12787
Guinea-Bissau,GNB,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,134815
Guinea-Bissau,GNB,"Enrolment in primary education, male (number)",UIS.E.1.M,144075
Guinea-Bissau,GNB,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,3836
Guinea-Bissau,GNB,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,2072
Guinea-Bissau,GNB,"Population, male",SP.POP.TOTL.MA.IN,939000
Guinea-Bissau,GNB,"Population, female",SP.POP.TOTL.FE.IN,982000
Guyana,GUY,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,27387
Guyana,GUY,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,28219
Guyana,GUY,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,46475
Guyana,GUY,"Enrolment in primary education, male (number)",UIS.E.1.M,48013
Guyana,GUY,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,14755
Guyana,GUY,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,15573
Guyana,GUY,"Population, male",SP.POP.TOTL.MA.IN,393000
Guyana,GUY,"Population, female",SP.POP.TOTL.FE.IN,390000
Haiti,HTI,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,..
Haiti,HTI,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,..
Haiti,HTI,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,724031
Haiti,HTI,"Enrolment in primary education, male (number)",UIS.E.1.M,761691
Haiti,HTI,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,..
Haiti,HTI,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,..
Haiti,HTI,"Population, male",SP.POP.TOTL.MA.IN,5558000
Haiti,HTI,"Population, female",SP.POP.TOTL.FE.IN,5705000
Honduras,HND,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,226621
Honduras,HND,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,223203
Honduras,HND,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,540785
Honduras,HND,"Enrolment in primary education, male (number)",UIS.E.1.M,563171
